date,lolpatch,team,matchtype,gamenumber,side,victorydefeat,time,ban1,ban2,ban3,ban4,ban5,towersdestroyed,inhibitorsdestroyed,baronsslain,dragonsslain,riftheraldsslain,dragons,role,summoner,champion,kill,death,assist,largestkillingspree,largestmultikill,firstblood,totaldamagedealttochampions,physicaldamagedealttochampions,magicdamagedealttochampions,truedamagedealttochampions,totaldamagedealt,physicaldamagedealt,magicdamagedealt,truedamagedealt,largestcriticalstrike,totaldamagetoobjectives,totaldamagetoturrets,damagehealed,damagetaken,physicaldamagetaken,magicdamagetaken,truedamagetaken,wardsplaced,wardsdestroyed,stealthwardspurchased,controlwardspurchased,goldearned,goldspent,minionskilled,neutralminionskilled,neutralminionskilledinteamsjungle,neutralminionskilledinenemyjungle,kdaratio,killparticipation,damageperdeath,damageshare,damagepergold,goldadvantage,csadvantage,csperminute
2019-11-12,9.22,Lindenwood University,scrim,3,blue,defeat,30:28:00,Renekton,Pantheon,Xayah,Karthus,Rek'Sai,2,0,0,2,0,Cloud Infernal,top,PoppyaOn,Garen,5,8,4,3,2,0,14.3,10.7,0.2,3.3,111.3,101.1,0.4,9.8,497,6.4,3.8,2,29.7,17.2,12.1,0.4,9,0,0,2,10.8,10.9,178,4,4,0,1.125,0.409090909,1.7875,0.213751868,1.324074074,-1.8,-77,5.973741794
2019-11-12,9.22,Lindenwood University,scrim,3,blue,defeat,30:28:00,Renekton,Pantheon,Xayah,Karthus,Rek'Sai,2,0,0,2,0,Cloud Infernal,jng,MoonJuices,Ekko,8,4,3,6,2,0,17.9,2,15.3,0.6,189.1,35.4,146.7,7,0,12.6,0.9,14.8,31.3,21,10.1,0.2,7,4,0,0,13,12.3,79,128,108,4,2.75,0.5,4.475,0.267563528,1.376923077,0.3,63,6.794310722
2019-11-12,9.22,Lindenwood University,scrim,3,blue,defeat,30:28:00,Renekton,Pantheon,Xayah,Karthus,Rek'Sai,2,0,0,2,0,Cloud Infernal,mid,VinaZz VI,Zoe,1,5,6,1,1,0,12.9,0.9,9.6,2.3,95.2,7.7,82,5.5,0,0.4,0.3,0.3,13.2,11.4,1.5,0.3,14,3,0,4,8.1,7.6,137,0,0,0,1.4,0.318181818,2.58,0.192825112,1.592592593,-4.1,-57,4.496717724
2019-11-12,9.22,Lindenwood University,scrim,3,blue,defeat,30:28:00,Renekton,Pantheon,Xayah,Karthus,Rek'Sai,2,0,0,2,0,Cloud Infernal,adc,Puzyri,Tristana,7,7,7,4,1,0,11.8,8.1,3.4,0.3,97.5,62.4,18.8,16.3,485,3.3,2.7,2.1,16.3,10.9,5,0.4,10,1,0,4,10.4,10.3,130,8,4,0,2,0.636363636,1.685714286,0.176382661,1.134615385,-5.7,-51,4.529540481
2019-11-12,9.22,Lindenwood University,scrim,3,blue,defeat,30:28:00,Renekton,Pantheon,Xayah,Karthus,Rek'Sai,2,0,0,2,0,Cloud Infernal,sup,Kendallizer,Leona,1,11,14,1,1,0,10,2.9,6.3,0.9,29.8,8.4,13.8,7.5,0,0.2,0.2,1.5,28,15.1,12.4,0.5,30,9,0,10,7.6,7.2,51,0,0,0,1.363636364,0.681818182,0.909090909,0.149476831,1.315789474,-1.4,13,1.673960613
2019-11-12,9.22,Grand View University,scrim,3,red,victory,30:28:00,Kled,Nunu & Willump,Zac,Akali,Camille,9,2,1,2,1,Cloud Cloud,top,cired,Ryze,4,4,10,2,1,0,23.2,1.2,22,0,235.6,13.2,222.5,0,0,16.5,5.4,8.1,22.3,13,8.8,0.5,13,5,0,4,12.6,11.2,200,59,43,7,3.5,0.4,5.8,0.257491676,1.841269841,1.8,77,8.501094092
2019-11-12,9.22,Grand View University,scrim,3,red,victory,30:28:00,Kled,Nunu & Willump,Zac,Akali,Camille,9,2,1,2,1,Cloud Cloud,jng,DreadJoker99,Nocturne,8,3,13,3,1,0,14.4,13.1,0.9,0.5,149,134,5.8,9.3,0,31.6,7.7,11.8,25.2,16.1,7.1,2.1,6,5,0,0,12.7,11.8,31,113,68,13,7,0.6,4.8,0.15982242,1.133858268,-0.3,-63,4.726477024
2019-11-12,9.22,Grand View University,scrim,3,red,victory,30:28:00,Kled,Nunu & Willump,Zac,Akali,Camille,9,2,1,2,1,Cloud Cloud,mid,Mesterjakel,Qiyana,6,3,12,3,2,0,19,16.7,1.5,0.8,114.3,102.3,11,1.1,0,4.5,2.7,1.2,16.6,8.5,6.2,1.9,12,10,0,3,12.2,11.3,194,0,0,0,6,0.514285714,6.333333333,0.210876804,1.557377049,4.1,57,6.36761488
2019-11-12,9.22,Grand View University,scrim,3,red,victory,30:28:00,Kled,Nunu & Willump,Zac,Akali,Camille,9,2,1,2,1,Cloud Cloud,adc,Køusei,Kai'Sa,15,5,8,6,2,0,27.3,17.4,9.6,0.2,169.5,125.4,38.8,5.3,0,26,6.5,3,15.7,7.5,7.4,0.8,12,6,0,2,16.1,14.5,173,16,8,4,4.6,0.657142857,5.46,0.30299667,1.695652174,5.7,51,6.203501094
2019-11-12,9.22,Grand View University,scrim,3,red,victory,30:28:00,Kled,Nunu & Willump,Zac,Akali,Camille,9,2,1,2,1,Cloud Cloud,sup,Dracolords,Nautilus,2,7,16,2,1,1,6.2,1.7,4.3,0.2,22.6,8.1,7.6,6.9,0,6.4,1,2.7,18.5,6.8,9.5,2.1,23,6,0,4,9,8.2,30,8,0,0,2.571428571,0.514285714,0.885714286,0.068812431,0.688888889,1.4,-13,1.24726477
2019-11-13,9.22,Lindenwood University,scrim,1,blue,victory,29:52:00,Ahri,Kai'Sa,Ashe,Darius,Zed,9,1,2,4,0,Infernal Cloud Ocean Cloud,top,LoL Coach Sam,Kennen,6,3,5,3,2,0,18.1,2.5,15.6,0,142.1,25.4,107.9,8.8,0,10.8,4,4.3,18.7,10,8.3,0.5,13,3,0,3,12.8,13.1,209,0,0,0,3.666666667,0.423076923,6.033333333,0.274658574,1.4140625,0.4,-40,6.997767857
2019-11-13,9.22,Lindenwood University,scrim,1,blue,victory,29:52:00,Ahri,Kai'Sa,Ashe,Darius,Zed,9,1,2,4,0,Infernal Cloud Ocean Cloud,jng,MoonJuices,Zac,4,0,13,4,1,0,14.3,1.3,11.9,1,185,34.7,141.5,8.7,0,26.5,0.9,52.8,48.7,43.5,5.1,0.1,8,6,0,0,12.4,10.6,59,139,70,21,17,0.653846154,14.3,0.216995448,1.153225806,4.2,66,6.629464286
2019-11-13,9.22,Lindenwood University,scrim,1,blue,victory,29:52:00,Ahri,Kai'Sa,Ashe,Darius,Zed,9,1,2,4,0,Infernal Cloud Ocean Cloud,mid,VinaZz VI,Ryze,3,2,8,2,1,0,12.5,0.4,11.9,0.2,226.3,11,212.6,2.7,0,18.6,5.7,8.3,16.9,8.4,8.4,0.1,16,5,0,6,12.9,11.1,238,23,12,5,5.5,0.423076923,6.25,0.189681335,0.968992248,3.4,42,8.738839286
2019-11-13,9.22,Lindenwood University,scrim,1,blue,victory,29:52:00,Ahri,Kai'Sa,Ashe,Darius,Zed,9,1,2,4,0,Infernal Cloud Ocean Cloud,adc,Puzyri,Tristana,9,4,7,3,1,0,13.6,11.6,1.7,0.2,143.7,113.9,23.8,6,605,21.1,7.4,2.2,13,8,4.7,0.3,6,10,0,4,13.5,11.8,157,20,16,0,4,0.615384615,3.4,0.206373293,1.007407407,3,8,5.926339286
2019-11-13,9.22,Lindenwood University,scrim,1,blue,victory,29:52:00,Ahri,Kai'Sa,Ashe,Darius,Zed,9,1,2,4,0,Infernal Cloud Ocean Cloud,sup,Kendallizer,Thresh,4,6,14,4,1,0,7.4,0.9,5.8,0.6,16.2,5.1,10.1,0.9,0,6.4,4.3,1.2,14.5,10.4,3.5,0.6,25,14,0,10,9.6,8.6,14,4,0,4,3,0.692307692,1.233333333,0.112291351,0.770833333,0.4,-39,0.602678571
2019-11-13,9.22,Snow College,scrim,1,red,defeat,29:52:00,Kled,Nunu & Willump,Jarvan IV,Camille,Zoe,5,1,0,0,1,,top,MexVance,Yorick,2,3,1,2,1,0,16.8,10,6,0.8,199.8,150.2,39.4,10.2,0,21.4,13.8,5.8,20.3,9.2,10.9,0.2,10,2,0,0,12.4,10.1,225,24,8,1,1,0.2,5.6,0.23628692,1.35483871,-0.4,40,8.337053571
2019-11-13,9.22,Snow College,scrim,1,red,defeat,29:52:00,Kled,Nunu & Willump,Jarvan IV,Camille,Zoe,5,1,0,0,1,,jng,BubbleBass06,Kha'Zix,1,4,3,1,1,0,7.7,7.1,0.6,0,111.9,97.7,5.7,8.5,0,9.6,0,10,21.8,12.5,9,0.3,6,10,0,8,8.2,7.9,36,96,62,13,1,0.266666667,1.925,0.108298172,0.93902439,-4.2,-66,4.419642857
2019-11-13,9.22,Snow College,scrim,1,red,defeat,29:52:00,Kled,Nunu & Willump,Jarvan IV,Camille,Zoe,5,1,0,0,1,,mid,StoopDM,Cassiopeia,1,4,3,1,1,0,13.2,0,13.1,0.1,106.5,13.8,89.7,2.9,0,0,0,3.7,15.3,6.2,8.8,0.3,11,1,0,6,9.5,8.3,219,0,0,0,1,0.266666667,3.3,0.185654008,1.389473684,-3.4,-42,7.332589286
2019-11-13,9.22,Snow College,scrim,1,red,defeat,29:52:00,Kled,Nunu & Willump,Jarvan IV,Camille,Zoe,5,1,0,0,1,,adc,Soxs,Caitlyn,5,6,5,2,1,1,23.7,22.8,0.9,0,137.3,122.7,2.7,11.9,820,0,0,2.9,14.9,6,8.2,0.7,11,2,0,4,10.5,10.2,165,4,4,0,1.666666667,0.666666667,3.95,0.333333333,2.257142857,-3,-8,5.658482143
2019-11-13,9.22,Snow College,scrim,1,red,defeat,29:52:00,Kled,Nunu & Willump,Jarvan IV,Camille,Zoe,5,1,0,0,1,,sup,nìçk,Nautilus,6,9,7,2,1,0,9.7,3,6,0.7,29.2,10,10.7,8.5,0,0,0,0.7,19.9,7.8,11.6,0.6,25,9,0,6,9.2,9.2,57,0,0,0,1.444444444,0.866666667,1.077777778,0.136427567,1.054347826,-0.4,39,1.908482143
2019-11-13,9.22,Snow College,scrim,2,blue,victory,31:57:00,Kled,Nunu & Willump,Ryze,Ezreal,Akali,11,3,2,5,1,Cloud Infernal Ocean Cloud Cloud,top,MexVance,Darius,9,5,5,5,3,0,15,10.4,0.4,4.2,175.3,152.8,2.2,20.3,11,11.7,8.1,4.6,23.5,18.2,3.1,2.2,12,8,0,4,14.7,12.7,222,8,0,4,2.8,0.4375,3,0.222551929,1.020408163,3,-2,7.198748044
2019-11-13,9.22,Snow College,scrim,2,blue,victory,31:57:00,Kled,Nunu & Willump,Ryze,Ezreal,Akali,11,3,2,5,1,Cloud Infernal Ocean Cloud Cloud,jng,BubbleBass06,Sejuani,4,1,14,2,1,1,7.8,4.3,2.8,0.6,141.3,76.2,51.7,13.4,0,35.1,1.1,13.8,32.8,26.8,5.6,0.4,8,8,0,9,12.4,10.6,26,132,72,8,18,0.5625,7.8,0.115727003,0.629032258,0.1,-37,4.945226917
2019-11-13,9.22,Snow College,scrim,2,blue,victory,31:57:00,Kled,Nunu & Willump,Ryze,Ezreal,Akali,11,3,2,5,1,Cloud Infernal Ocean Cloud Cloud,mid,StoopDM,LeBlanc,6,2,10,4,1,0,15.1,1.5,13.4,0.2,102,20.3,80.6,1.1,0,5.9,4,4.6,11.9,8.8,2.1,1,9,6,0,6,11.8,9.8,169,12,12,0,8,0.5,7.55,0.224035608,1.279661017,2.5,-20,5.665101721
2019-11-13,9.22,Snow College,scrim,2,blue,victory,31:57:00,Kled,Nunu & Willump,Ryze,Ezreal,Akali,11,3,2,5,1,Cloud Infernal Ocean Cloud Cloud,adc,Soxs,Caitlyn,11,0,11,11,2,0,21.4,20.8,0.5,0.2,234.8,219.9,4.5,10.4,1295,35.5,7.8,5.2,9.9,5.6,4.3,0,14,5,0,5,15.6,13,205,28,8,16,22,0.6875,21.4,0.317507418,1.371794872,6,3,7.292644757
2019-11-13,9.22,Snow College,scrim,2,blue,victory,31:57:00,Kled,Nunu & Willump,Ryze,Ezreal,Akali,11,3,2,5,1,Cloud Infernal Ocean Cloud Cloud,sup,nìçk,Thresh,2,1,23,2,1,0,8.1,1,5.4,1.6,20.9,5.7,13.6,1.6,0,4.3,1.3,6.4,11.8,6.4,5,0.4,29,10,0,8,10.3,9.7,12,0,0,0,25,0.78125,8.1,0.120178042,0.786407767,3.8,-9,0.375586854
2019-11-13,9.22,Lindenwood University,scrim,2,red,defeat,31:57:00,Ahri,Kai'Sa,Ashe,Yorick,Renekton,0,0,0,0,0,,top,LoL Coach Sam,Camille,3,5,5,2,1,0,14.9,11.4,1.1,2.4,157.7,135.5,1.1,21.1,0,4.6,1.4,1.8,24,17.9,4.1,1.9,12,3,0,1,11.7,11.6,228,4,1,0,1.6,0.888888889,2.98,0.300403226,1.273504274,-3,2,7.261345853
2019-11-13,9.22,Lindenwood University,scrim,2,red,defeat,31:57:00,Ahri,Kai'Sa,Ashe,Yorick,Renekton,0,0,0,0,0,,jng,MoonJuices,Jarvan IV,4,6,3,2,1,0,10.5,8.8,0.9,0.8,178.3,154.3,18.3,5.7,0,9.4,0,7.6,29.6,22.3,6.6,0.7,3,9,0,1,12.3,11.6,68,127,98,0,1.166666667,0.777777778,1.75,0.211693548,0.853658537,-0.1,37,6.103286385
2019-11-13,9.22,Lindenwood University,scrim,2,red,defeat,31:57:00,Ahri,Kai'Sa,Ashe,Yorick,Renekton,0,0,0,0,0,,mid,VinaZz VI,Orianna,1,5,2,1,1,0,6.8,0.6,6.1,0,116.3,12.7,98.6,4.9,0,0.7,0,1.1,12.5,5.7,5.4,1.4,13,8,0,3,9.3,8,197,4,4,0,0.6,0.333333333,1.36,0.137096774,0.731182796,-2.5,20,6.291079812
2019-11-13,9.22,Lindenwood University,scrim,2,red,defeat,31:57:00,Ahri,Kai'Sa,Ashe,Yorick,Renekton,0,0,0,0,0,,adc,Puzyri,Jinx,0,5,3,0,0,0,9.7,9.5,0.2,0,167.6,155.6,0.7,11.2,464,1.2,0,1.4,12.3,8.4,2.1,1.7,8,1,0,0,9.6,9.2,214,16,12,0,0.6,0.333333333,1.94,0.195564516,1.010416667,-6,-3,7.198748044
2019-11-13,9.22,Lindenwood University,scrim,2,red,defeat,31:57:00,Ahri,Kai'Sa,Ashe,Yorick,Renekton,0,0,0,0,0,,sup,Kendallizer,Morgana,1,11,5,1,1,0,7.7,0.3,6.6,0.8,13.2,1.2,11.3,0.8,0,0.1,0,0.9,17.1,9.8,6.1,1.1,33,16,0,16,6.5,6,21,0,0,0,0.545454545,0.666666667,0.7,0.155241935,1.184615385,-3.8,9,0.657276995
2019-11-13,9.22,Lindenwood University,scrim,3,blue,victory,42:38:00,Ahri,Darius,Caitlyn,LeBlanc,Zed,6,1,1,7,0,Infernal Infernal Cloud Infernal Cloud Cloud Elder,top,LoL Coach Sam,Camille,6,7,10,2,2,0,30.4,18.7,0.8,10.9,188.2,146.4,1.2,40.5,0,24.4,2.1,4,37.7,17.5,19.1,1.1,23,13,0,9,14.9,12.6,194,32,8,0,2.285714286,0.432432432,4.342857143,0.209078404,2.040268456,-1.7,-31,5.301016419
2019-11-13,9.22,Lindenwood University,scrim,3,blue,victory,42:38:00,Ahri,Darius,Caitlyn,LeBlanc,Zed,6,1,1,7,0,Infernal Infernal Cloud Infernal Cloud Cloud Elder,jng,MoonJuices,Zac,10,3,22,5,2,0,39.4,2.3,30.8,6.3,306.2,45.6,242.2,18.3,0,35.3,3.8,86,94.9,63,22.4,9.6,4,10,0,0,18.9,15.2,77,195,134,8,10.66666667,0.864864865,13.13333333,0.270976616,2.084656085,5.3,102,6.379984363
2019-11-13,9.22,Lindenwood University,scrim,3,blue,victory,42:38:00,Ahri,Darius,Caitlyn,LeBlanc,Zed,6,1,1,7,0,Infernal Infernal Cloud Infernal Cloud Cloud Elder,mid,VinaZz VI,Akali,11,8,11,4,3,0,31.9,5.4,26.1,0.5,207.1,42.8,163.8,0.5,0,6.7,4.6,14.9,37.8,18,18.3,1.5,19,3,0,6,18.2,17.9,232,20,12,0,2.75,0.594594595,3.9875,0.219394773,1.752747253,4.9,42,5.910867866
2019-11-13,9.22,Lindenwood University,scrim,3,blue,victory,42:38:00,Ahri,Darius,Caitlyn,LeBlanc,Zed,6,1,1,7,0,Infernal Infernal Cloud Infernal Cloud Cloud Elder,adc,Puzyri,Kai'Sa,10,2,12,8,2,0,33.3,13.7,16.7,2.9,257.9,183.6,60.6,13.7,0,22.6,3.7,3.5,17.3,9,7.3,1,15,5,0,9,18.4,15.4,251,36,24,0,11,0.594594595,16.65,0.229023384,1.809782609,0,36,6.731821736
2019-11-13,9.22,Lindenwood University,scrim,3,blue,victory,42:38:00,Ahri,Darius,Caitlyn,LeBlanc,Zed,6,1,1,7,0,Infernal Infernal Cloud Infernal Cloud Cloud Elder,sup,Kendallizer,Nami,0,9,19,0,0,0,10.4,0.7,9,0.7,16.8,2.7,11.3,2.8,0,2.6,0.2,16.1,23.6,9.2,13.7,0.7,46,25,0,19,10.4,9.4,31,0,0,0,2.111111111,0.513513514,1.155555556,0.071526823,1,-1,-32,0.727130571
2019-11-13,9.22,Snow College,scrim,3,red,defeat,42:38:00,Nunu & Willump,Kled,Thresh,Ryze,Kennen,8,2,2,0,1,,top,MexVance,Mordekaiser,7,7,6,2,2,0,38.1,2.9,32.7,2.5,225.1,30.6,182.7,11.7,0,12.7,4.4,17.9,50.3,21,23.8,5.5,17,8,0,4,16.6,16.3,237,20,8,0,1.857142857,0.448275862,5.442857143,0.256911666,2.295180723,1.7,31,6.02814699
2019-11-13,9.22,Snow College,scrim,3,red,defeat,42:38:00,Nunu & Willump,Kled,Thresh,Ryze,Kennen,8,2,2,0,1,,jng,BubbleBass06,Jarvan IV,3,6,16,3,1,0,13.6,10.3,2.2,1.2,162.7,97.2,53.6,12,0,23.7,0.8,11.7,41.1,20.4,15.5,5.2,8,10,0,11,13.6,13.5,42,128,106,0,3.166666667,0.655172414,2.266666667,0.091706001,1,-5.3,-102,3.987490227
2019-11-13,9.22,Snow College,scrim,3,red,defeat,42:38:00,Nunu & Willump,Kled,Thresh,Ryze,Kennen,8,2,2,0,1,,mid,StoopDM,Orianna,4,10,15,2,1,0,29.7,1.1,28.2,0.4,149.2,15.1,130.9,3.2,0,12.1,1.3,0.9,22.2,4.7,16.9,0.5,14,4,0,6,13.3,12.1,196,14,12,2,1.9,0.655172414,2.97,0.200269724,2.233082707,-4.9,-42,4.925723221
2019-11-13,9.22,Snow College,scrim,3,red,defeat,42:38:00,Nunu & Willump,Kled,Thresh,Ryze,Kennen,8,2,2,0,1,,adc,Soxs,Lucian,11,7,12,4,2,0,48.7,42.8,3.6,2.3,231.3,216.6,9.8,5,1031,24.6,8.1,6.1,30.4,10.7,16.7,3,17,4,0,5,18.4,17.8,224,27,23,2,3.285714286,0.793103448,6.957142857,0.328388402,2.64673913,0,-36,5.887412041
2019-11-13,9.22,Snow College,scrim,3,red,defeat,42:38:00,Nunu & Willump,Kled,Thresh,Ryze,Kennen,8,2,2,0,1,,sup,nìçk,Braum,4,7,18,4,1,1,18.2,2.4,10.7,5.2,40.8,11.1,13.4,16.3,0,2.9,1.5,11.7,30.8,9.7,15.9,5.1,49,12,0,11,11.4,11.1,63,0,0,0,3.142857143,0.75862069,2.6,0.122724208,1.596491228,1,32,1.477716966
2019-11-14,9.22,Lindenwood University,scrim,1,blue,defeat,38:33:00,Xayah,LeBlanc,Caitlyn,Orianna,Fiora,5,1,1,2,1,Infernal Infernal,top,LoL Coach Sam,Kled,10,6,12,3,1,0,24,22,0,2,168.8,162.2,0,6.6,0,7.5,2.4,5.9,55.3,33.1,20.9,1.3,22,1,0,13,15.5,15.7,174,20,8,4,3.666666667,0.6875,4,0.235988201,1.548387097,4.1,48,5.032425422
2019-11-14,9.22,Lindenwood University,scrim,1,blue,defeat,38:33:00,Xayah,LeBlanc,Caitlyn,Orianna,Fiora,5,1,1,2,1,Infernal Infernal,jng,MoonJuices,Skarner,8,9,17,2,1,0,28,15.3,8.6,4.1,226.3,152.5,55.9,17.9,0,28,5.4,11.7,41.6,24.2,16.2,1.2,2,9,0,0,16.2,14.9,122,112,87,0,2.777777778,0.78125,3.111111111,0.275319567,1.728395062,1.1,63,6.070038911
2019-11-14,9.22,Lindenwood University,scrim,1,blue,defeat,38:33:00,Xayah,LeBlanc,Caitlyn,Orianna,Fiora,5,1,1,2,1,Infernal Infernal,mid,VinaZz VI,Ryze,7,9,15,2,2,0,22.1,0.7,21.4,0,229,8.6,213.8,6.6,0,11.3,1.3,7.4,31.7,16.3,14.7,0.7,14,3,0,1,15.4,14.2,216,32,32,0,2.444444444,0.6875,2.455555556,0.217305801,1.435064935,0.2,40,6.433203632
2019-11-14,9.22,Lindenwood University,scrim,1,blue,defeat,38:33:00,Xayah,LeBlanc,Caitlyn,Orianna,Fiora,5,1,1,2,1,Infernal Infernal,adc,Puzyri,Kai'Sa,4,6,10,3,1,0,14.4,7.1,6.9,0.4,142.9,102.9,38.2,1.8,0,10.3,1.9,2.8,16.3,11,5.1,0.1,12,2,0,6,13.8,11.7,186,36,24,0,2.333333333,0.4375,2.4,0.14159292,1.043478261,-8,-53,5.758754864
2019-11-14,9.22,Lindenwood University,scrim,1,blue,defeat,38:33:00,Xayah,LeBlanc,Caitlyn,Orianna,Fiora,5,1,1,2,1,Infernal Infernal,sup,Kendallizer,Nautilus,3,14,19,3,1,0,13.2,1.8,8,3.4,40.9,10.3,12,18.6,0,1.2,0.7,5.8,33,19.3,12.7,0.9,44,16,0,15,10.6,10.5,63,0,0,0,1.571428571,0.6875,0.942857143,0.12979351,1.245283019,-2,1,1.634241245
2019-11-14,9.22,Niagra University,scrim,1,red,victory,38:33:00,Nunu & Willump,Zac,Morgana,Zoe,Azir,11,5,1,4,0,Mountain Cloud Infernal Cloud,top,LtJitters,Poppy,3,6,14,2,1,0,15.4,11.6,3.8,0,133,98.5,30.9,3.5,0,10.2,3.9,2.1,20.9,12.7,6.9,1.4,16,3,0,6,11.4,10.4,137,9,4,1,2.833333333,0.386363636,2.566666667,0.103703704,1.350877193,-4.1,-48,3.787289235
2019-11-14,9.22,Niagra University,scrim,1,red,victory,38:33:00,Nunu & Willump,Zac,Morgana,Zoe,Azir,11,5,1,4,0,Mountain Cloud Infernal Cloud,jng,NU Rezuu,Jarvan IV,8,9,29,3,2,0,26.6,21.4,3.7,1.5,178.9,145.5,23.8,9.6,0,27.3,3.8,12.8,38.3,24.1,12.6,1.6,5,3,0,1,15.1,12.6,51,120,83,0,4.111111111,0.840909091,2.955555556,0.179124579,1.761589404,-1.1,-63,4.435797665
2019-11-14,9.22,Niagra University,scrim,1,red,victory,38:33:00,Nunu & Willump,Zac,Morgana,Zoe,Azir,11,5,1,4,0,Mountain Cloud Infernal Cloud,mid,Panininani,Lissandra,9,10,15,4,3,0,44.4,0.8,42.6,1.1,191.1,13.4,174.9,2.8,0,9.4,6.9,2.3,29.8,13.1,14.6,2,15,10,0,3,15.2,13.8,178,30,20,6,2.4,0.545454545,4.44,0.298989899,2.921052632,-0.2,-40,5.395590143
2019-11-14,9.22,Niagra University,scrim,1,red,victory,38:33:00,Nunu & Willump,Zac,Morgana,Zoe,Azir,11,5,1,4,0,Mountain Cloud Infernal Cloud,adc,Crazymonkey1013,Tristana,20,2,13,10,2,1,47.8,40.4,6.3,1.2,273.1,205.4,39.1,28.6,893,29.6,13,4.7,17.8,11,5.3,1.6,14,12,0,2,21.8,21.1,220,55,35,16,16.5,0.75,23.9,0.321885522,2.19266055,8,53,7.133592737
2019-11-14,9.22,Niagra University,scrim,1,red,victory,38:33:00,Nunu & Willump,Zac,Morgana,Zoe,Azir,11,5,1,4,0,Mountain Cloud Infernal Cloud,sup,Mister Gambert,Leona,4,5,31,2,1,0,14.3,3,10.8,0.5,39.2,10.5,15.6,13.1,0,3.1,3,1.3,22.8,11.5,8,3.4,44,15,0,2,12.6,11.8,62,0,0,0,7,0.795454545,2.86,0.096296296,1.134920635,2,-1,1.608300908
2019-11-14,9.22,Niagra University,scrim,2,blue,victory,36:25:00,Nunu & Willump,Zac,Morgana,Kai'Sa,Jhin,10,3,2,0,0,,top,LtJitters,Poppy,2,7,13,2,1,0,14.2,11,3.1,0.1,142.9,98.5,27.9,16.4,0,9.4,4.2,1.7,20,14.9,3.6,1.5,12,3,0,2,10.8,10.1,173,2,2,0,2.142857143,0.517241379,2.028571429,0.116488925,1.314814815,-6.5,-87,4.805491991
2019-11-14,9.22,Niagra University,scrim,2,blue,victory,36:25:00,Nunu & Willump,Zac,Morgana,Kai'Sa,Jhin,10,3,2,0,0,,jng,NU Rezuu,Fiddlesticks,8,9,14,2,2,0,29.5,0.9,27.8,0.8,175.7,14.7,151,10,0,18.8,2.5,20.1,37.4,25.3,10.6,1.5,11,3,0,3,14.2,13.2,12,143,109,1,2.444444444,0.75862069,3.277777778,0.242001641,2.077464789,1,-92,4.256292906
2019-11-14,9.22,Niagra University,scrim,2,blue,victory,36:25:00,Nunu & Willump,Zac,Morgana,Kai'Sa,Jhin,10,3,2,0,0,,mid,Panininani,Orianna,16,9,10,4,4,0,46.8,1.6,42.6,2.6,194.6,16.3,175.1,3.2,0,3.4,3.2,0,22.7,14.1,5.3,3.3,10,0,0,1,18.8,15.4,195,25,25,0,2.888888889,0.896551724,5.2,0.383921247,2.489361702,2.8,68,6.041189931
2019-11-14,9.22,Niagra University,scrim,2,blue,victory,36:25:00,Nunu & Willump,Zac,Morgana,Kai'Sa,Jhin,10,3,2,0,0,,adc,Crazymonkey1013,Caitlyn,1,6,12,1,1,0,18.8,17,1.6,0.2,177.1,162.1,4.9,10.1,1018,19.1,5.2,3.5,13.2,7.7,4,1.5,13,9,0,4,13.1,11.9,222,20,13,0,2.166666667,0.448275862,3.133333333,0.154224774,1.435114504,-2.3,2,6.645308924
2019-11-14,9.22,Niagra University,scrim,2,blue,victory,36:25:00,Nunu & Willump,Zac,Morgana,Kai'Sa,Jhin,10,3,2,0,0,,sup,Mister Gambert,Thresh,2,4,16,2,1,0,12.6,1.3,10.3,1,26.9,4.9,19,2.9,0,3.9,2.7,1.7,17.8,11.5,3.8,2.4,36,14,0,4,10.7,9.9,26,0,0,0,4.5,0.620689655,3.15,0.103363413,1.177570093,1.3,-37,0.71395881
2019-11-14,9.22,Lindenwood University,scrim,2,red,defeat,36:25:00,Leona,LeBlanc,Rakan,Lissandra,Fiora,4,0,0,5,0,Ocean Ocean Cloud Ocean Infernal,top,LoL Coach Sam,Kled,10,4,10,5,3,1,25.9,23.2,0,2.7,225,220.1,0,4.9,0,14.8,4.6,11.3,54.4,32.5,20.5,1.5,18,1,0,7,17.3,17,254,8,1,0,5,0.571428571,6.475,0.330779055,1.497109827,6.5,87,7.194508009
2019-11-14,9.22,Lindenwood University,scrim,2,red,defeat,36:25:00,Leona,LeBlanc,Rakan,Lissandra,Fiora,4,0,0,5,0,Ocean Ocean Cloud Ocean Infernal,jng,MoonJuices,Amumu,1,7,14,1,1,0,14.5,1.2,11.8,1.5,221.4,41.3,163,17.1,0,20.4,0.5,11.2,38.4,15.9,21.7,0.8,4,5,0,2,13.2,12.9,69,178,146,0,2.142857143,0.428571429,2.071428571,0.185185185,1.098484848,-1,92,6.782608696
2019-11-14,9.22,Lindenwood University,scrim,2,red,defeat,36:25:00,Leona,LeBlanc,Rakan,Lissandra,Fiora,4,0,0,5,0,Ocean Ocean Cloud Ocean Infernal,mid,VinaZz VI,Pyke,12,6,3,2,2,0,13.4,9.8,0,3.6,118.8,93.9,0,24.9,0,3,0.4,8,27.2,9,16.4,1.9,15,10,0,3,16,15.2,144,8,8,0,2.5,0.428571429,2.233333333,0.171136654,0.8375,-2.8,-68,4.173913043
